,Money Missed,Open Seats,Rating Runtime Genre,Taken Seats,Time Taken,percent full,price,time,title
0,,,"PG, 1 hr 40 min
Action/Adventure, Family",,01:17:00,,,,SONIC THE HEDGEHOG1
1,,,"PG, 1 hr 40 min
Action/Adventure, Family",,01:17:00,,,,SONIC THE HEDGEHOG2
2,2154.46,154.0,"PG, 1 hr 40 min
Action/Adventure, Family",33.0,01:17:00,0.17647058823529413,$13.99,5:15p,SONIC THE HEDGEHOG3
3,2350.32,168.0,"PG, 1 hr 40 min
Action/Adventure, Family",19.0,01:17:12,0.10160427807486631,$13.99,7:45p,SONIC THE HEDGEHOG4
4,2588.15,185.0,"PG, 1 hr 40 min
Action/Adventure, Family",2.0,01:17:23,0.0106951871657754,$13.99,10:15p,SONIC THE HEDGEHOG5
5,,,"PG-13, 1 hr 46 min
Drama, Romance",,01:17:34,,,,THE PHOTOGRAPH (2020)1
6,,,"PG-13, 1 hr 46 min
Drama, Romance",,01:17:35,,,,THE PHOTOGRAPH (2020)2
7,,,"PG-13, 1 hr 46 min
Drama, Romance",,01:17:35,,,,THE PHOTOGRAPH (2020)3
8,1412.99,101.0,"PG-13, 1 hr 46 min
Drama, Romance",24.0,01:17:35,0.192,$13.99,7:30p,THE PHOTOGRAPH (2020)4
9,1734.76,124.0,"PG-13, 1 hr 46 min
Drama, Romance",1.0,01:17:46,0.008,$13.99,10:15p,THE PHOTOGRAPH (2020)5
10,,,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",,01:17:57,,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)1
11,,,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",,01:17:57,,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)2
12,867.38,62.0,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",38.0,01:17:58,0.38,$13.99,7:00p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)3
13,1329.05,95.0,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",5.0,01:18:08,0.05,$13.99,9:45p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)4
14,,,"R, 1 hr 59 min
Action/Adventure, Drama, War",,01:18:20,,,,1917 (2019)1
15,,,"R, 1 hr 59 min
Action/Adventure, Drama, War",,01:18:20,,,,1917 (2019)2
16,1203.14,86.0,"R, 1 hr 59 min
Action/Adventure, Drama, War",14.0,01:18:20,0.14,$13.99,6:15p,1917 (2019)3
17,1371.02,98.0,"R, 1 hr 59 min
Action/Adventure, Drama, War",2.0,01:18:30,0.02,$13.99,9:15p,1917 (2019)4
18,,,"R, 2 hr 12 min
Comedy, Drama, Suspense/Thriller",,01:18:42,,,,PARASITE (2019)1
19,,,"R, 2 hr 12 min
Comedy, Drama, Suspense/Thriller",,01:18:42,,,,PARASITE (2019)2
20,1412.99,101.0,"R, 2 hr 12 min
Comedy, Drama, Suspense/Thriller",14.0,01:18:42,0.12173913043478261,$13.99,6:30p,PARASITE (2019)3
21,1510.92,108.0,"R, 2 hr 12 min
Comedy, Drama, Suspense/Thriller",7.0,01:18:53,0.06086956521739131,$13.99,9:30p,PARASITE (2019)4
