,Money Missed,Open Seats,Rating Runtime Genre,Taken Seats,Time Taken,percent full,price,time,title
0,,,"R, 2 hr 4 min
Horror, Suspense/Thriller",,16:11:51.132059,,,,THE INVISIBLE MAN (2020)1
1,2448.25,175.0,"R, 2 hr 4 min
Horror, Suspense/Thriller",12.0,16:11:51.185959,0.06417112299465241,$13.99,5:30p,THE INVISIBLE MAN (2020)2
2,1762.74,126.0,"R, 2 hr 4 min
Horror, Suspense/Thriller",61.0,16:12:01.495806,0.32620320855614976,$13.99,8:30p,THE INVISIBLE MAN (2020)3
3,,,"PG-13, 1 hr 33 min
Comedy",,16:12:13.135053,,,,IMPRACTICAL JOKERS: THE MOVIE1
4,1734.76,124.0,"PG-13, 1 hr 33 min
Comedy",1.0,16:12:13.169359,0.008,$13.99,5:15p,IMPRACTICAL JOKERS: THE MOVIE2
5,1720.77,123.0,"PG-13, 1 hr 33 min
Comedy",2.0,16:12:23.082060,0.016,$13.99,7:45p,IMPRACTICAL JOKERS: THE MOVIE3
6,,,"PG, 1 hr 40 min
Action/Adventure, Family",,16:12:33.180068,,,,SONIC THE HEDGEHOG1
7,1343.04,96.0,"PG, 1 hr 40 min
Action/Adventure, Family",4.0,16:12:33.211465,0.04,$13.99,4:45p,SONIC THE HEDGEHOG2
8,1329.05,95.0,"PG, 1 hr 40 min
Action/Adventure, Family",5.0,16:12:43.476437,0.05,$13.99,7:30p,SONIC THE HEDGEHOG3
9,,,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",,16:12:55.162038,,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)1
10,1357.03,97.0,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",3.0,16:12:55.196386,0.03,$13.99,5:45p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)2
11,1315.06,94.0,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",6.0,16:13:05.396033,0.06,$13.99,8:45p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)3
12,,,"R, 2 hr 12 min
Comedy, Drama, Suspense/Thriller",,16:13:16.072247,,,,PARASITE (2019)1
13,1608.8500000000001,115.0,"R, 2 hr 12 min
Comedy, Drama, Suspense/Thriller",0.0,16:13:16.109876,0.0,$13.99,5:00p,PARASITE (2019)2
14,1496.93,107.0,"R, 2 hr 12 min
Comedy, Drama, Suspense/Thriller",8.0,16:13:27.874360,0.06956521739130435,$13.99,8:00p,PARASITE (2019)3
