,Money Missed,Open Seats,Rating Runtime Genre,Taken Seats,Time Taken,percent full,price,time,title
0,,,"PG, 1 hr 40 min
Action/Adventure, Family",,13:49:03.440410,,,,SONIC THE HEDGEHOG1
1,2588.15,185.0,"PG, 1 hr 40 min
Action/Adventure, Family",2.0,13:49:03.484438,0.0106951871657754,$13.99,3:30p,SONIC THE HEDGEHOG2
2,2574.16,184.0,"PG, 1 hr 40 min
Action/Adventure, Family",3.0,13:49:15.074878,0.016042780748663103,$13.99,6:15p,SONIC THE HEDGEHOG3
3,2560.17,183.0,"PG, 1 hr 40 min
Action/Adventure, Family",4.0,13:49:24.114087,0.0213903743315508,$13.99,8:45p,SONIC THE HEDGEHOG4
4,,,"PG-13, 1 hr 46 min
Drama, Romance",,13:49:38.828582,,,,THE PHOTOGRAPH (2020)1
5,1385.01,99.0,"PG-13, 1 hr 46 min
Drama, Romance",1.0,13:49:38.875085,0.01,$13.99,3:30p,THE PHOTOGRAPH (2020)2
6,1385.01,99.0,"PG-13, 1 hr 46 min
Drama, Romance",1.0,13:49:47.698238,0.01,$13.99,6:15p,THE PHOTOGRAPH (2020)3
7,1357.03,97.0,"PG-13, 1 hr 46 min
Drama, Romance",3.0,13:49:58.290090,0.03,$13.99,9:00p,THE PHOTOGRAPH (2020)4
8,,,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",,13:50:09.849457,,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)1
9,1329.05,95.0,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",5.0,13:50:09.877016,0.05,$13.99,3:15p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)2
10,1385.01,99.0,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",1.0,13:50:22.230144,0.01,$13.99,6:00p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)3
11,1343.04,96.0,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",4.0,13:50:36.774080,0.04,$13.99,8:45p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)4
12,,,"R, 1 hr 43 min
Action/Adventure, Comedy, Suspense/Thriller",,13:50:47.814813,,,,THE GENTLEMEN1
13,1468.95,105.0,"R, 1 hr 43 min
Action/Adventure, Comedy, Suspense/Thriller",10.0,13:50:47.843530,0.08695652173913043,$13.99,5:45p,THE GENTLEMEN2
14,1580.8700000000001,113.0,"PG-13, 2 hr 11 min
Comedy, Suspense/Thriller",2.0,13:50:56.684420,0.017391304347826087,$13.99,2:45p,KNIVES OUT1
15,1426.98,102.0,"PG-13, 2 hr 11 min
Comedy, Suspense/Thriller",13.0,13:51:05.358091,0.11304347826086956,$13.99,8:30p,KNIVES OUT2
