,Earnings,IMDB rating,MetaCritic Score,Money Missed,Open Seats,Popularity,Rating Runtime Genre,Release Date,Star Power,Taken Seats,Time Taken,peopleInolved,percent full,price,time,title
0,"Gross USA: $38,551,561",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,16:47:22," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)1
1,"Gross USA: $38,551,561",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,16:47:22," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)2
2,"Gross USA: $38,551,561",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,16:47:22," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)3
3,"Gross USA: $38,551,561",6.7,60,11394.029999999999,447.0,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,73.0,16:47:22," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",0.14038461538461539,$25.49,6:45p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)4
4,"Gross USA: $38,551,561",6.7,60,12745.0,500.0,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,20.0,16:47:28," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",0.038461538461538464,$25.49,9:45p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)5
5,"Gross USA: $38,551,561",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,16:47:34," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)6
6,"Gross USA: $38,551,561",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,16:47:34," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)7
7,"Gross USA: $38,551,561",6.7,60,7019.849999999999,265.0,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,32.0,16:47:34," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",0.10774410774410774,$26.49,5:00p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)8
8,"Gross USA: $38,551,561",6.7,60,6622.5,250.0,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,47.0,16:47:40," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",0.15824915824915825,$26.49,7:45p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)9
9,"Gross USA: $38,551,561",6.7,60,7682.099999999999,290.0,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,7.0,16:47:47," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",0.02356902356902357,$26.49,10:30p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)10
10,"Gross USA: $38,551,561",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,16:47:54," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)11
11,"Gross USA: $38,551,561",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,16:47:54," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)12
12,"Gross USA: $38,551,561",6.7,60,5870.44,356.0,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,3.0,16:47:54," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",0.008356545961002786,$16.49,6:00p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)13
13,"Gross USA: $38,551,561",6.7,60,5919.91,359.0,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,0.0,16:48:00," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",0.0,$16.49,9:00p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)14
14,"Gross USA: $76,251",6.6,63,,,48,"R, 1 hr 48 min
Drama, Horror, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,16012,,16:48:51," Directors:: Severin Fiala, Veronika Franz, Writers:: Sergio Casci, Severin Fiala, 1 more credit, Stars:: Richard Armitage, Riley Keough, Alicia Silverstone, See full cast & crew, ",,,,THE LODGE (2020)1
