,Money Missed,Open Seats,Rating Runtime Genre,Taken Seats,Time Taken,percent full,price,time,title
0,,,"PG, 1 hr 40 min
Action/Adventure, Family",,15:58:52.579894,,,,SONIC THE HEDGEHOG1
1,,,"PG, 1 hr 40 min
Action/Adventure, Family",,15:58:52.612572,,,,SONIC THE HEDGEHOG2
2,2462.2400000000002,176.0,"PG, 1 hr 40 min
Action/Adventure, Family",11.0,15:58:52.683185,0.058823529411764705,$13.99,4:30p,SONIC THE HEDGEHOG3
3,2406.28,172.0,"PG, 1 hr 40 min
Action/Adventure, Family",15.0,15:59:02.348101,0.08021390374331551,$13.99,7:00p,SONIC THE HEDGEHOG4
4,2616.13,187.0,"PG, 1 hr 40 min
Action/Adventure, Family",0.0,15:59:11.839434,0.0,$13.99,9:30p,SONIC THE HEDGEHOG5
5,,,"PG-13, 1 hr 46 min
Drama, Romance",,15:59:21.138909,,,,THE PHOTOGRAPH (2020)1
6,,,"PG-13, 1 hr 46 min
Drama, Romance",,15:59:21.170303,,,,THE PHOTOGRAPH (2020)2
7,1357.03,97.0,"PG-13, 1 hr 46 min
Drama, Romance",3.0,15:59:21.197904,0.03,$13.99,4:45p,THE PHOTOGRAPH (2020)3
8,1287.08,92.0,"PG-13, 1 hr 46 min
Drama, Romance",8.0,15:59:30.224437,0.08,$13.99,7:20p,THE PHOTOGRAPH (2020)4
9,1385.01,99.0,"PG-13, 1 hr 46 min
Drama, Romance",1.0,15:59:39.300410,0.01,$13.99,10:00p,THE PHOTOGRAPH (2020)5
10,,,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",,15:59:49.375197,,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)1
11,,,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",,15:59:49.423384,,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)2
12,1161.17,83.0,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",17.0,15:59:49.456533,0.17,$13.99,6:30p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)3
13,1231.1200000000001,88.0,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",12.0,15:59:58.228455,0.12,$13.99,9:15p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)4
14,,,"R, 1 hr 43 min
Action/Adventure, Comedy, Suspense/Thriller",,16:00:10.187001,,,,THE GENTLEMEN1
15,1426.98,102.0,"R, 1 hr 43 min
Action/Adventure, Comedy, Suspense/Thriller",13.0,16:00:10.217970,0.11304347826086956,$13.99,6:00p,THE GENTLEMEN2
16,,,"PG-13, 2 hr 11 min
Comedy, Suspense/Thriller",,16:00:19.246039,,,,KNIVES OUT1
17,1608.8500000000001,115.0,"PG-13, 2 hr 11 min
Comedy, Suspense/Thriller",0.0,16:00:19.276153,0.0,$13.99,8:45p,KNIVES OUT2
