,Money Missed,Open Seats,Rating Runtime Genre,Taken Seats,Time Taken,percent full,price,time,title
0,1538.9,110.0,"R, 2 hr 4 min
Horror, Suspense/Thriller",77.0,13:27:32.865312,0.4117647058823529,$13.99,7:00p,THE INVISIBLE MAN (2020)1
1,783.44,56.0,"R, 2 hr 4 min
Horror, Suspense/Thriller",44.0,13:27:43.317986,0.44,$13.99,8:00p,THE INVISIBLE MAN (2020)2
2,1496.93,107.0,"R, 2 hr 4 min
Horror, Suspense/Thriller",18.0,13:27:53.441928,0.144,$13.99,8:45p,THE INVISIBLE MAN (2020)3
3,1566.88,112.0,"PG-13, 1 hr 33 min
Comedy",3.0,13:28:04.001235,0.02608695652173913,$13.99,9:00p,IMPRACTICAL JOKERS: THE MOVIE1
4,2616.13,187.0,"PG, 1 hr 40 min
Action/Adventure, Family",0.0,13:28:13.956408,0.0,$13.99,2:00p,SONIC THE HEDGEHOG1
5,2588.15,185.0,"PG, 1 hr 40 min
Action/Adventure, Family",2.0,13:28:24.901976,0.0106951871657754,$13.99,4:30p,SONIC THE HEDGEHOG2
6,1399.0,100.0,"PG, 1 hr 40 min
Action/Adventure, Family",0.0,13:28:36.265947,0.0,$13.99,8:45p,SONIC THE HEDGEHOG3
7,,,"PG-13, 1 hr 46 min
Drama, Romance",,13:28:47.372882,,,,THE PHOTOGRAPH (2020)1
8,1371.02,98.0,"PG-13, 1 hr 46 min
Drama, Romance",2.0,13:28:47.403290,0.02,$13.99,2:45p,THE PHOTOGRAPH (2020)2
9,1357.03,97.0,"PG-13, 1 hr 46 min
Drama, Romance",3.0,13:28:58.217944,0.03,$13.99,5:15p,THE PHOTOGRAPH (2020)3
10,,,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",,13:29:09.460634,,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)1
11,1399.0,100.0,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",0.0,13:29:09.489609,0.0,$13.99,3:15p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)2
12,1399.0,100.0,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",0.0,13:29:19.917937,0.0,$13.99,6:00p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)3
