,Earnings,IMDB rating,MetaCritic Score,Money Missed,Open Seats,Popularity,Rating Runtime Genre,Release Date,Star Power,Taken Seats,Time Taken,peopleInolved,percent full,price,time,title
10,"Gross USA: $38,551,561",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,21:54:21," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)11
11,"Gross USA: $38,551,561",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,21:54:21," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)12
12,"Gross USA: $38,551,561",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,21:54:21," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)13
13,"Gross USA: $38,551,561",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,21:54:21," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)14
14,"Gross USA: $76,251",6.6,63,,,48,"R, 1 hr 48 min
Drama, Horror, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,16012,,21:55:11," Directors:: Severin Fiala, Veronika Franz, Writers:: Sergio Casci, Severin Fiala, 1 more credit, Stars:: Richard Armitage, Riley Keough, Alicia Silverstone, See full cast & crew, ",,,,THE LODGE (2020)1
15,"Gross USA: $76,251",6.6,63,,,48,"R, 1 hr 48 min
Drama, Horror, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,16012,,21:55:11," Directors:: Severin Fiala, Veronika Franz, Writers:: Sergio Casci, Severin Fiala, 1 more credit, Stars:: Richard Armitage, Riley Keough, Alicia Silverstone, See full cast & crew, ",,,,THE LODGE (2020)2
16,"Gross USA: $76,251",6.6,63,,,48,"R, 1 hr 48 min
Drama, Horror, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,16012,,21:55:11," Directors:: Severin Fiala, Veronika Franz, Writers:: Sergio Casci, Severin Fiala, 1 more credit, Stars:: Richard Armitage, Riley Keough, Alicia Silverstone, See full cast & crew, ",,,,THE LODGE (2020)3
17,"Gross USA: $76,251",6.6,63,,,48,"R, 1 hr 48 min
Drama, Horror, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,16012,,21:55:11," Directors:: Severin Fiala, Veronika Franz, Writers:: Sergio Casci, Severin Fiala, 1 more credit, Stars:: Richard Armitage, Riley Keough, Alicia Silverstone, See full cast & crew, ",,,,THE LODGE (2020)4
18,"Gross USA: $76,251",6.6,63,5540.639999999999,336.0,48,"R, 1 hr 48 min
Drama, Horror, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,16012,6.0,21:55:11," Directors:: Severin Fiala, Veronika Franz, Writers:: Sergio Casci, Severin Fiala, 1 more credit, Stars:: Richard Armitage, Riley Keough, Alicia Silverstone, See full cast & crew, ",0.017543859649122806,$16.49,10:15p,THE LODGE (2020)5
19,"Gross USA: $12,227,805",5.5,64,,,18,"PG-13, 1 hr 27 min
Horror, Sci-Fi/Fantasy",Release Date: 31 January 2020 (USA) See more »,30500,,21:56:09," Director:: Oz Perkins, Writer:: Rob Hayes, Stars:: Sophia Lillis, Samuel Leakey, Charles Babalola, See full cast & crew, ",,,,GRETEL & HANSEL1
20,"Gross USA: $12,227,805",5.5,64,3149.5899999999997,191.0,18,"PG-13, 1 hr 27 min
Horror, Sci-Fi/Fantasy",Release Date: 31 January 2020 (USA) See more »,30500,8.0,21:56:09," Director:: Oz Perkins, Writer:: Rob Hayes, Stars:: Sophia Lillis, Samuel Leakey, Charles Babalola, See full cast & crew, ",0.04020100502512563,$16.49,9:45p,GRETEL & HANSEL2
21,"Gross USA: $247,735",6.3,76,,,399,"R, 1 hr 27 min
Drama",Release Date: 3 April 2020 (UK) See more »,30054,,21:57:09," Director:: Kitty Green, Writer:: Kitty Green, Stars:: Julia Garner, Matthew Macfadyen, Makenzie Leigh, See full cast & crew, ",,,,THE ASSISTANT (2020)1
22,"Gross USA: $247,735",6.3,76,,,399,"R, 1 hr 27 min
Drama",Release Date: 3 April 2020 (UK) See more »,30054,,21:57:09," Director:: Kitty Green, Writer:: Kitty Green, Stars:: Julia Garner, Matthew Macfadyen, Makenzie Leigh, See full cast & crew, ",,,,THE ASSISTANT (2020)2
23,"Gross USA: $247,735",6.3,76,,,399,"R, 1 hr 27 min
Drama",Release Date: 3 April 2020 (UK) See more »,30054,,21:57:09," Director:: Kitty Green, Writer:: Kitty Green, Stars:: Julia Garner, Matthew Macfadyen, Makenzie Leigh, See full cast & crew, ",,,,THE ASSISTANT (2020)3
24,"Gross USA: $247,735",6.3,76,,,399,"R, 1 hr 27 min
Drama",Release Date: 3 April 2020 (UK) See more »,30054,,21:57:09," Director:: Kitty Green, Writer:: Kitty Green, Stars:: Julia Garner, Matthew Macfadyen, Makenzie Leigh, See full cast & crew, ",,,,THE ASSISTANT (2020)4
25,"Gross USA: $247,735",6.3,76,0.0,0.0,399,"R, 1 hr 27 min
Drama",Release Date: 3 April 2020 (UK) See more »,30054,0.0,21:57:09," Director:: Kitty Green, Writer:: Kitty Green, Stars:: Julia Garner, Matthew Macfadyen, Makenzie Leigh, See full cast & crew, ",0.0,$16.49,10:25p,THE ASSISTANT (2020)5
26,"Gross USA: $27,811,065",8.1,51,,,7,"R, 1 hr 43 min
Action/Adventure, Comedy, Suspense/Thriller",Release Date: 24 January 2020 (USA) See more »,11084,,21:58:05," Director:: Guy Ritchie, Writers:: Guy Ritchie, Guy Ritchie, 2 more credits, Stars:: Matthew McConaughey, Charlie Hunnam, Michelle Dockery, See full cast & crew, ",,,,THE GENTLEMEN1
27,"Gross USA: $27,811,065",8.1,51,,,7,"R, 1 hr 43 min
Action/Adventure, Comedy, Suspense/Thriller",Release Date: 24 January 2020 (USA) See more »,11084,,21:58:05," Director:: Guy Ritchie, Writers:: Guy Ritchie, Guy Ritchie, 2 more credits, Stars:: Matthew McConaughey, Charlie Hunnam, Michelle Dockery, See full cast & crew, ",,,,THE GENTLEMEN2
28,"Gross USA: $27,811,065",8.1,51,,,7,"R, 1 hr 43 min
Action/Adventure, Comedy, Suspense/Thriller",Release Date: 24 January 2020 (USA) See more »,11084,,21:58:05," Director:: Guy Ritchie, Writers:: Guy Ritchie, Guy Ritchie, 2 more credits, Stars:: Matthew McConaughey, Charlie Hunnam, Michelle Dockery, See full cast & crew, ",,,,THE GENTLEMEN3
29,"Gross USA: $27,811,065",8.1,51,,,7,"R, 1 hr 43 min
Action/Adventure, Comedy, Suspense/Thriller",Release Date: 24 January 2020 (USA) See more »,11084,,21:58:05," Director:: Guy Ritchie, Writers:: Guy Ritchie, Guy Ritchie, 2 more credits, Stars:: Matthew McConaughey, Charlie Hunnam, Michelle Dockery, See full cast & crew, ",,,,THE GENTLEMEN4
30,"Gross USA: $27,811,065",8.1,51,2803.2999999999997,170.0,7,"R, 1 hr 43 min
Action/Adventure, Comedy, Suspense/Thriller",Release Date: 24 January 2020 (USA) See more »,11084,6.0,21:58:05," Director:: Guy Ritchie, Writers:: Guy Ritchie, Guy Ritchie, 2 more credits, Stars:: Matthew McConaughey, Charlie Hunnam, Michelle Dockery, See full cast & crew, ",0.03409090909090909,$16.49,10:30p,THE GENTLEMEN5
