,Money Missed,Open Seats,Rating Runtime Genre,Taken Seats,Time Taken,percent full,price,time,title
0,,,"R, 2 hr 9 min
Drama",,20:47:42.329602,,,,BURDEN (2020)1
1,,,"R, 2 hr 9 min
Drama",,20:47:46.222870,,,,BURDEN (2020)2
2,,,"R, 2 hr 9 min
Drama",,20:47:48.150727,,,,BURDEN (2020)3
3,,,"R, 2 hr 9 min
Drama",,20:47:50.196030,,,,BURDEN (2020)4
4,5623.089999999999,341.0,"R, 2 hr 9 min
Drama",1.0,20:47:52.044993,0.0029239766081871343,$16.49,10:30p,BURDEN (2020)5
5,,,"R, 1 hr 44 min
Comedy, Drama",,20:50:10.710424,,,,GREED (2020)1
6,,,"R, 1 hr 44 min
Comedy, Drama",,20:50:10.740399,,,,GREED (2020)2
7,,,"R, 1 hr 44 min
Comedy, Drama",,20:50:10.773835,,,,GREED (2020)3
8,,,"R, 1 hr 44 min
Comedy, Drama",,20:50:10.804691,,,,GREED (2020)4
9,4930.509999999999,299.0,"R, 1 hr 44 min
Comedy, Drama",5.0,20:50:10.836886,0.01644736842105263,$16.49,10:30p,GREED (2020)5
10,,,"R, 2 hr 4 min
Horror, Suspense/Thriller",,20:50:46.919463,,,,THE INVISIBLE MAN (2020)1
11,,,"R, 2 hr 4 min
Horror, Suspense/Thriller",,20:50:48.887612,,,,THE INVISIBLE MAN (2020)2
12,,,"R, 2 hr 4 min
Horror, Suspense/Thriller",,20:50:50.608700,,,,THE INVISIBLE MAN (2020)3
13,,,"R, 2 hr 4 min
Horror, Suspense/Thriller",,20:50:52.622427,,,,THE INVISIBLE MAN (2020)4
14,11801.869999999999,463.0,"R, 2 hr 4 min
Horror, Suspense/Thriller",57.0,20:50:54.758626,0.10961538461538461,$25.49,10:30p,THE INVISIBLE MAN (2020)5
15,,,"R, 2 hr 4 min
Horror, Suspense/Thriller",,20:53:48.089494,,,,THE INVISIBLE MAN (2020)6
16,,,"R, 2 hr 4 min
Horror, Suspense/Thriller",,20:53:50.145188,,,,THE INVISIBLE MAN (2020)7
17,,,"R, 2 hr 4 min
Horror, Suspense/Thriller",,20:53:51.704863,,,,THE INVISIBLE MAN (2020)8
18,2701.98,102.0,"R, 2 hr 4 min
Horror, Suspense/Thriller",195.0,20:53:53.140717,0.6565656565656566,$26.49,9:30p,THE INVISIBLE MAN (2020)9
19,,,"1 hr 44 min
Action/Adventure, Animated",,20:56:51.317535,,,,MY HERO ACADEMIA: HEROES RISING1
20,,,"1 hr 44 min
Action/Adventure, Animated",,20:56:52.951005,,,,MY HERO ACADEMIA: HEROES RISING2
21,,,"1 hr 44 min
Action/Adventure, Animated",,20:56:54.836915,,,,MY HERO ACADEMIA: HEROES RISING3
22,,,"1 hr 44 min
Action/Adventure, Animated",,20:56:56.634309,,,,MY HERO ACADEMIA: HEROES RISING4
23,3650.0,292.0,"1 hr 44 min
Action/Adventure, Animated",31.0,20:56:58.065451,0.09597523219814241,$12.50,9:00p,MY HERO ACADEMIA: HEROES RISING5
24,,,"PG, 2 hr 4 min
Comedy, Drama",,20:59:47.754105,,,,EMMA (2020)1
25,,,"PG, 2 hr 4 min
Comedy, Drama",,20:59:49.438002,,,,EMMA (2020)2
26,,,"PG, 2 hr 4 min
Comedy, Drama",,20:59:50.877806,,,,EMMA (2020)3
27,,,"PG, 2 hr 4 min
Comedy, Drama",,20:59:52.521058,,,,EMMA (2020)4
28,,,"PG, 2 hr 4 min
Comedy, Drama",,20:59:54.652538,,,,EMMA (2020)5
29,,,"PG, 2 hr 4 min
Comedy, Drama",,20:59:55.801306,,,,EMMA (2020)6
30,,,"PG, 2 hr 4 min
Comedy, Drama",,20:59:57.279031,,,,EMMA (2020)7
31,,,"PG, 2 hr 4 min
Comedy, Drama",,20:59:58.674216,,,,EMMA (2020)8
32,5787.99,351.0,"PG, 2 hr 4 min
Comedy, Drama",8.0,21:00:00.434444,0.022284122562674095,$16.49,10:00p,EMMA (2020)9
