,Earnings,IMDB rating,MetaCritic Score,Money Missed,Open Seats,Popularity,Rating Runtime Genre,Release Date,Star Power,Taken Seats,Time Taken,peopleInolved,percent full,price,time,title
0,"Gross USA: $38,551,561",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,18:25:48," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)1
1,"Gross USA: $38,551,561",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,18:25:48," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)2
2,"Gross USA: $38,551,561",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,18:25:48," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)3
3,"Gross USA: $38,551,561",6.7,60,11088.15,435.0,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,85.0,18:25:48," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",0.16346153846153846,$25.49,6:45p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)4
4,"Gross USA: $38,551,561",6.7,60,12745.0,500.0,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,20.0,18:25:56," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",0.038461538461538464,$25.49,9:45p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)5
5,"Gross USA: $38,551,561",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,18:26:02," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)6
6,"Gross USA: $38,551,561",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,18:26:02," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)7
7,"Gross USA: $38,551,561",6.7,60,,,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,,18:26:02," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",,,,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)8
8,"Gross USA: $38,551,561",6.7,60,6490.049999999999,245.0,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,52.0,18:26:02," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",0.1750841750841751,$26.49,7:45p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)9
9,"Gross USA: $38,551,561",6.7,60,7682.099999999999,290.0,1,"R, 1 hr 49 min
Action/Adventure, Suspense/Thriller",Release Date: 7 February 2020 (USA) See more »,1031,7.0,18:26:10," Director:: Cathy Yan, Writer:: Christina Hodson, Stars:: Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, See full cast & crew, ",0.02356902356902357,$26.49,10:30p,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN)10
