,Money Missed,Open Seats,Rating Runtime Genre,Taken Seats,Time Taken,percent full,price,time,title
0,,,"R, 2 hr 9 min
Drama",,22:01:47.363096,,,,BURDEN (2020)1
1,,,"R, 2 hr 9 min
Drama",,22:01:47.397466,,,,BURDEN (2020)2
2,,,"R, 2 hr 9 min
Drama",,22:01:47.438834,,,,BURDEN (2020)3
3,,,"R, 2 hr 9 min
Drama",,22:01:47.472730,,,,BURDEN (2020)4
4,5425.209999999999,329.0,"R, 2 hr 9 min
Drama",13.0,22:01:47.503954,0.038011695906432746,$16.49,9:55p,BURDEN (2020)5
5,,,"R, 1 hr 44 min
Comedy, Drama",,22:01:59.731018,,,,GREED (2020)1
6,,,"R, 1 hr 44 min
Comedy, Drama",,22:01:59.761824,,,,GREED (2020)2
7,,,"R, 1 hr 44 min
Comedy, Drama",,22:01:59.796989,,,,GREED (2020)3
8,,,"R, 1 hr 44 min
Comedy, Drama",,22:01:59.826017,,,,GREED (2020)4
9,4930.509999999999,299.0,"R, 1 hr 44 min
Comedy, Drama",5.0,22:01:59.861968,0.01644736842105263,$16.49,10:00p,GREED (2020)5
10,,,"R, 2 hr 4 min
Horror, Suspense/Thriller",,22:02:11.913022,,,,THE INVISIBLE MAN (2020)1
11,,,"R, 2 hr 4 min
Horror, Suspense/Thriller",,22:02:11.955575,,,,THE INVISIBLE MAN (2020)2
12,,,"R, 2 hr 4 min
Horror, Suspense/Thriller",,22:02:11.987790,,,,THE INVISIBLE MAN (2020)3
13,,,"R, 2 hr 4 min
Horror, Suspense/Thriller",,22:02:12.020550,,,,THE INVISIBLE MAN (2020)4
14,12948.92,508.0,"R, 2 hr 4 min
Horror, Suspense/Thriller",12.0,22:02:12.059002,0.023076923076923078,$25.49,10:30p,THE INVISIBLE MAN (2020)5
15,,,"R, 2 hr 4 min
Horror, Suspense/Thriller",,22:02:22.929901,,,,THE INVISIBLE MAN (2020)6
16,,,"R, 2 hr 4 min
Horror, Suspense/Thriller",,22:02:22.964363,,,,THE INVISIBLE MAN (2020)7
17,,,"R, 2 hr 4 min
Horror, Suspense/Thriller",,22:02:22.995415,,,,THE INVISIBLE MAN (2020)8
18,,,"R, 2 hr 4 min
Horror, Suspense/Thriller",,22:02:23.036335,,,,THE INVISIBLE MAN (2020)9
19,,,"1 hr 44 min
Action/Adventure, Animated",,22:02:23.146934,,,,MY HERO ACADEMIA: HEROES RISING1
20,,,"1 hr 44 min
Action/Adventure, Animated",,22:02:23.180766,,,,MY HERO ACADEMIA: HEROES RISING2
21,,,"1 hr 44 min
Action/Adventure, Animated",,22:02:23.213424,,,,MY HERO ACADEMIA: HEROES RISING3
22,,,"1 hr 44 min
Action/Adventure, Animated",,22:02:23.252571,,,,MY HERO ACADEMIA: HEROES RISING4
23,,,"PG, 2 hr 4 min
Comedy, Drama",,22:02:23.371008,,,,EMMA (2020)1
24,,,"PG, 2 hr 4 min
Comedy, Drama",,22:02:23.414519,,,,EMMA (2020)2
25,,,"PG, 2 hr 4 min
Comedy, Drama",,22:02:23.473197,,,,EMMA (2020)3
26,,,"PG, 2 hr 4 min
Comedy, Drama",,22:02:23.511809,,,,EMMA (2020)4
27,,,"PG, 2 hr 4 min
Comedy, Drama",,22:02:23.551398,,,,EMMA (2020)5
28,,,"PG, 2 hr 4 min
Comedy, Drama",,22:02:23.582682,,,,EMMA (2020)6
29,,,"PG, 2 hr 4 min
Comedy, Drama",,22:02:23.611953,,,,EMMA (2020)7
30,5903.419999999999,358.0,"PG, 2 hr 4 min
Comedy, Drama",1.0,22:02:23.653529,0.002785515320334262,$16.49,9:50p,EMMA (2020)8
